store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
5447095752406471819,0,0,25,0,24,143
246505907494256090,0,0,71,0,2.0,0
8803894796084290585,0,0,73,0,2.0,0
4474327339142902549,0,0,94,0,2.0,0
1541695097704177827,0,0,0,0,23.983333333333334,161.0
5168885062800076167,0,0,64,0,9.5,1.0
8285346587034743878,0,0,0,0,10.0,70.0
5181171500058101260,0,0,43,0,11.0,34.0
6575266446222613262,0,0,0,0,24,168
1678415024862242015,0,0,71,0,11.5,6.0
9111087628624425255,0,0,0,0,23.983333333333334,161.0
6204284763418530336,0,0,0,0,24,168
3881760078520801429,0,0,67,0,5.983333333333333,6.0
7292116609046500092,0,0,0,0,11.5,77.0
4652595129999264905,0,0,11,0,2.0,24.0
4490168262699716549,0,0,10,0,1.0,135.0
7250561679095390438,0,0,84,0,11.0,0
27099145190781701,0,0,73,0,7.5,0
7700426430210091660,0,0,9,0,2.0,26.0
7689815792422819661,0,0,0,0,8.0,58.0
534942062508143963,0,0,45,0,13.0,46.0
4186055994645210040,0,0,0,0,4.983333333333333,40.0
761150016862176214,0,0,0,0,12.0,84.0
9007766313027524324,0,0,0,0,7.5,51.0
7131983716943940560,0,0,0,0,10.5,70.0
2418585462528908688,0,0,0,0,24,168
2680489839325406534,0,0,74,0,11.0,3.0
2921770204752359016,0,0,93,0,2.0,0
4714225106250340108,0,0,0,0,24,168
8445695079583663910,0,0,72,0,10.75,0
8238018223692779431,0,0,0,0,23.983333333333334,161.0
2217565331202925858,0,0,73,0,24,95
8445372164064960268,0,0,86,0,11.0,0
8316894844897055929,0,0,10,0,7.0,54.0
3676139268965286790,0,0,44,0,7.5,20.0
4301772298177454840,0,0,0,0,12.0,84.0
8281805787549037440,0,0,0,0,24,168
8018186541496678058,0,0,0,0,7.75,51.0
4382118344072425968,0,0,74,0,11.0,3.0
6833286636551589412,0,0,0,0,24,168
2599611321049050132,0,0,52,0,13.0,39.0
5172683340926528202,0,0,73,0,18.983333333333334,37.0
2444571783856717430,0,0,0,0,12.0,84.0
464344448013588853,0,0,9,0,1.0,136.0
5531489951592523305,0,0,71,0,5.0,0
7717660522305873406,0,0,0,0,23.983333333333334,161.0
8442155930538555912,0,0,0,0,10.0,70.0
1406152021548527918,0,0,72,0,11.0,5.0
2743917683024367670,0,0,0,0,12.0,84.0
1263313221864352798,0,0,0,0,10.0,70.0
6033078927093216807,0,0,93,0,2.0,0
5324764130529948850,0,0,74,0,24,94
5963244290990414105,0,0,0,0,12.0,84.0
60457724125785585,0,0,0,0,24,168
2485499600567598550,0,0,0,0,10.0,70.0
7079274467824786529,0,0,73,0,4.983333333333333,0
1759100766811847016,0,0,0,0,24,168
5953482702228811540,0,0,37,0,11.0,40.0
7782135406639936057,0,0,37,0,11.0,40.0
6561703302272808517,0,0,0,0,10.0,70.0
2716610122072123243,0,0,117,0,24,51
5347190332832093080,0,0,0,0,24,168
8358338731902291786,0,0,73,0,8.5,0
7494741768470986869,0,0,72,0,11.5,5.0
5871369041881192916,0,0,0,0,10.75,75.0
4093637869733340731,0,0,0,0,9.5,81.0
4944536771765996026,0,0,0,0,6.983333333333333,42.0
5638448267600207795,0,0,106,0,24,62
6077660293503601866,0,0,29,0,11.5,48.0
158406589678859173,0,0,0,0,12.0,84.0
7614824149049759851,0,0,178,0,23.983333333333334,0
4980781886232290796,0,0,173,0,23.983333333333334,0
148795032015503980,0,0,0,0,12.983333333333333,84.0
7048905833395581738,0,0,74,0,24,94
3520543761789396773,0,0,72,0,7.0,0
7700782639388559644,0,0,74,0,1.0166666666666666,71.0
8032203943642240039,0,0,179,0,23.983333333333334,0
3511697439746388335,0,0,80,0,12.0,4.0
541109969542481625,0,0,74,0,24,94
2243645196147922938,0,0,74,0,24,94
8138753161225770962,0,0,76,0,17.983333333333334,43.0
4564476575467126467,0,0,71,0,13.983333333333333,20.0
2745405131043922955,0,0,67,0,10.5,17.0
367590061114712815,0,0,60,0,8.5,20.0
4392262532304212457,0,0,85,0,6.983333333333333,0
8204802052972909326,0,0,73,0,9.5,20.0
8260425251717833965,0,0,72,0,9.5,6.0
2723370672116413902,0,0,74,0,24,94
4328591465187020322,0,0,0,0,9.5,81.0
5013320822136552165,0,0,73,0,8.5,0
7315424696798227151,0,0,51,0,24,117
84556309993044773,0,0,41,0,12.0,35.0
5501223155082294021,0,0,0,0,7.983333333333333,49.0
7082578511700830448,0,0,0,0,11.0,74.0
3735062644644951598,0,0,0,0,24,168
6885055584095593568,0,0,178,0,23.983333333333334,0
2739506591976043860,0,0,59,0,11.0,18.0
7570269368745353854,0,0,117,0,23.983333333333334,44.0
3880151045864708269,0,0,0,0,12.0,84.0
3904969617592740705,0,0,73,0,9.25,0
6293447473718103019,0,0,118,0,24,50
9093184199664355954,0,0,0,0,24,168
3639357247132139641,0,0,9,0,4.75,45.0
4452511061815625182,0,0,73,0,11.0,6.0
4302876854415357898,0,0,79,0,9.5,0
9187547007090535526,0,0,80,0,11.5,0
6102129618872858606,0,0,0,0,10.5,71.0
6828664592648566966,0,0,91,0,23.983333333333334,70.0
4294796976390641784,0,0,71,0,6.983333333333333,0
2799412755942795518,0,0,156,0,13.983333333333333,0
5228523973235102150,0,0,113,0,23.983333333333334,48.0
7787233413436356353,0,0,72,0,12.5,6.0
8767068586059881204,0,0,0,0,7.0,49.0
6047205650421415000,0,0,73,0,12.0,13.0
1653546505509885456,0,0,93,0,9.75,0
2435196420942917349,0,0,66,0,12.0,30.0
2357757371120531929,0,0,41,0,12.983333333333333,33.0
404347378606512385,0,0,69,0,23.983333333333334,92.0
7920342993186169703,0,0,74,0,7.0,0
1749934803604450894,0,0,71,0,11.0,19.0
4683660238197535839,0,0,72,0,14.0,26.0
590843890890025127,0,0,0,0,12.0,84.0
8518420877315551053,0,0,0,0,24,168
8174582901236810236,0,0,94,0,10.75,0
1247679670163222814,0,0,0,0,24,168
2093459406570130080,0,0,32,0,9.75,31.0
6552433352624117779,0,0,0,0,12.983333333333333,84.0
5128069222245972936,0,0,52,0,5.983333333333333,0
5617147641233795296,0,0,93,0,9.75,0
2328922577549224385,0,0,117,0,23.983333333333334,44.0
8902299702965892833,0,0,166,0,23.983333333333334,0
5772275248460011564,0,0,72,0,10.0,0
7709672704889672140,0,0,73,0,7.0,3.0
1568938491008399136,0,0,73,0,6.983333333333333,0
7598275831951085035,0,0,72,0,5.5,0
5484740482186213372,0,0,112,0,13.0,0
4270744069660276008,0,0,170,0,23.983333333333334,0
5934756706876462824,0,0,159,0,4.5,0
5332269489088543854,0,0,62,0,11.0,27.0
2821716218327194996,0,0,33,0,12.983333333333333,51.0
2141385027021675889,0,0,0,0,9.0,63.0
2107845511883729045,0,0,27,0,10.0,53.0
5645218418215070857,0,0,74,0,24,94
3121383547391132887,0,0,9,0,24,159
8470714152989033556,0,0,72,0,10.0,0
1142217956989272744,0,0,0,0,5.0,43.0
6940297665890606054,0,0,55,0,12.0,31.0
4378492065940312953,0,0,74,0,6.983333333333333,0
4668147078195147229,0,0,91,0,24,77
1265586619698561267,0,0,0,0,24,168
4108771977457241007,0,0,9,0,5.5,38.0
442221075012068131,0,0,74,0,14.5,21.0
1133297841839630705,0,0,74,0,24,94
4393726559807507255,0,0,0,0,9.75,63.0
2570503046636429378,0,0,105,0,24,63
2741813902405087050,0,0,68,0,17.983333333333334,51.0
114275044024650773,0,0,74,0,7.0,0
3430291845684286642,0,0,71,0,12.983333333333333,13.0
2789835417512749936,0,0,0,0,9.0,65.0
6561574537151816086,0,0,0,0,9.5,81.0
96562112022963516,0,0,71,0,10.0,0
7535412366097548723,0,0,72,0,12.983333333333333,8.0
3587665864946240964,0,0,0,0,9.0,63.0
2601623541509400542,0,0,72,0,9.0,0
7516542846385307227,0,0,58,0,5.983333333333333,0
3510851156832069763,0,0,94,0,11.75,0
7735253880009557608,0,0,75,0,10.0,0
4624725758261783243,0,0,73,0,24,95
3261499711683468740,0,0,72,0,8.0,0
891329511295269720,0,0,72,0,8.5,0
8395278100631560761,0,0,119,0,24,49
2543361499493856526,0,0,74,0,5.5,0
1352067438971867278,0,0,116,0,15.0,0
8158574425503693718,0,0,70,0,11.5,7.0
978662904734234369,0,0,76,0,10.5,0
8284419975823451193,0,0,72,0,6.983333333333333,0
4568804477775278696,0,0,0,0,24,168
3334018861623947597,0,0,0,0,17.983333333333334,119.0
5869359793550600766,0,0,0,0,24,168
3967308403807969669,0,0,71,0,9.75,0
7915689110941151310,0,0,73,0,24,95
5749922296635145506,0,0,93,0,12.983333333333333,0
8494749731668571682,0,0,72,0,5.5,0
9125769193436105000,0,0,75,0,12.0,21.0
8804060814231974834,0,0,0,0,10.0,74.0
6762475149574716258,0,0,23,0,10.0,47.0
8567568702056553166,0,0,92,0,7.0,0
2062632175994588271,0,0,85,0,24,0
2326998101403619796,0,0,0,0,24,168
3476297652413330731,0,0,70,0,10.0,0
8769244068032301610,0,0,166,0,24,2
1281369870889059404,0,0,0,0,9.0,62.0
7484228659551863931,0,0,72,0,12.0,14.0
5194480840419173071,0,0,31,0,24,137
7913048394031126738,0,0,73,0,24,95
7107629672848489940,0,0,74,0,10.0,0
7101133681770744047,0,0,72,0,9.0,6.0
5285677229247796985,0,0,0,0,24,168
2447384155877148423,0,0,72,0,11.0,5.0
3004335085266214420,0,0,75,0,10.0,0
4616172507620864132,0,0,0,0,24,67.0
4479691732026209340,0,0,74,0,24,94
6833173360315994191,0,0,67,0,24,11.0
6348248333327710775,0,0,75,0,24,93
3733328457465971628,0,0,164,0,13.983333333333333,0
2696644192611925431,0,0,103,0,8.75,0
8721185064311032518,0,0,10,0,24,158
4147900741778358744,0,0,74,0,24,94
5048390595707248268,0,0,92,0,11.75,0
6236032181607039940,0,0,92,0,24,76
4398082883008351949,0,0,74,0,9.0,0
8656974969835091987,0,0,71,0,11.0,6.0
78840133745304014,0,0,0,0,10.0,72.0
3344763649801164460,0,0,71,0,13.983333333333333,20.0
1552357708124022142,0,0,72,0,6.0,0
5528766180183805661,0,0,0,0,13.983333333333333,91.0
6252624026242162708,0,0,74,0,24,94
4923162991944642705,0,0,19,0,12.0,67.0
6792005552508373456,0,0,73,0,24,95
3207936275085636287,0,0,117,0,23.983333333333334,44.0
1227925152111468964,0,0,0,0,10.75,62.0
3830435584849095889,0,0,94,0,10.0,0
5721357029476609077,0,0,78,0,24,1.0
1495179965606986494,0,0,0,0,24,168
5610412530533291063,0,0,0,0,24,168
9111813718630350474,0,0,73,0,24,95
7001015127375054226,0,0,0,0,23.983333333333334,141.0
2126569572325536294,0,0,119,0,13.983333333333333,0
4664838166424751162,0,0,91,0,23.983333333333334,70.0
1062490453651181568,0,0,11,0,24,134.0
3119561459267159151,0,0,74,0,24,94
5829217592981755483,0,0,49,0,13.483333333333333,42.0
229392696493371616,0,0,85,0,12.0,0
3897548149267830666,0,0,93,0,24,75
7898009483253486425,0,0,72,0,9.0,0
7116155571181942746,0,0,93,0,7.0,0
3408762813100733141,0,0,74,0,24,94
6202874450801049187,0,0,78,0,24,15.0
4248854976462323200,0,0,73,0,24,95
6540865366107698272,0,0,0,0,24,168
3750497338178007450,0,0,0,0,13.483333333333333,88.0
544843242554356188,0,0,0,0,24,168
4681743429609749121,0,0,72,0,10.5,0
1245871250837592404,0,0,0,0,24,168
2742003467129972596,0,0,67,0,12.0,29.0
6817327931256412969,0,0,71,0,10.5,13.0
6108971205781098565,0,0,119,0,23.983333333333334,42.0
145417959116960440,0,0,9,0,5.5,38.0
2671352006512594556,0,0,72,0,9.75,0
5516253888190090178,0,0,41,0,12.0,35.0
3673755321638450787,0,0,180,0,24,0
757564082742101725,0,0,0,0,24,168
391996128555104689,0,0,25,0,24,143
1024015964072928046,0,0,31,0,10.0,39.0
4307011245033810874,0,0,156,0,13.983333333333333,0
8833174126387019785,0,0,0,0,12.0,84.0
2378940157071248391,0,0,74,0,24,0
2460010385978945388,0,0,93,0,7.0,0
2607803237069552758,0,0,72,0,9.5,0
5441697692781080792,0,0,9,0,10.0,59.0
2942562654126415992,0,0,93,0,12.0,0
8342809399303170104,0,0,0,0,24,156.0
5514360354119431183,0,0,0,0,24,168
7669040490108017952,0,0,72,0,6.983333333333333,0
12572597046904092,0,0,72,0,24,0
1324681203567490082,0,0,166,0,24,2
3970428415823108093,0,0,0,0,10.75,63.0
1281962307190481769,0,0,119,0,24,49
7865853505802791614,0,0,78,0,17.983333333333334,41.0
339527900019182494,0,0,80,0,9.5,0
2200316197143126398,0,0,72,0,9.5,6.0
849669130903883218,0,0,72,0,9.5,0
1120203242682432112,0,0,0,0,24,168
1339634828329062513,0,0,78,0,24,5.0
8377637253278141924,0,0,120,0,4.5,0
1406055937856189625,0,0,72,0,11.0,18.0
5670063460750150662,0,0,116,0,23.983333333333334,45.0
4756832881864797637,0,0,73,0,9.75,0
7848107479568999542,0,0,73,0,9.5,0
7102602689636982474,0,0,74,0,9.0,0
3528905339584729426,0,0,0,0,24,72.0
6644346740593479671,0,0,93,0,12.0,0
7298697060786411262,0,0,0,0,24,78.0
332573856100750857,0,0,48,0,12.0,38.0
8046946363444153301,0,0,73,0,11.75,6.0
921857799091881195,0,0,79,0,6.0,0
8469454412704129667,0,0,74,0,12.0,10.0
6842397837840074931,0,0,79,0,8.0,0
3335936003001211540,0,0,171,0,23.983333333333334,0
1494721423399185336,0,0,73,0,10.0,0
5548591958446704772,0,0,0,0,24,168
3355650025131059565,0,0,11,0,4.25,37.0
4823461475864726096,0,0,156,0,13.983333333333333,0
3309449187761773285,0,0,31,0,1.0,114.0
6908789011556253351,0,0,75,0,24,18.0
8165685535525538800,0,0,72,0,11.0,5.0
7384579014141510360,0,0,0,0,24,168
1912555533282230523,0,0,163,0,5.0,0
4176667942951462854,0,0,78,0,7.0,0
6935189878675027473,0,0,74,0,9.5,0
8493329891106339753,0,0,0,0,7.983333333333333,49.0
6534582361387159998,0,0,0,0,4.75,48.0
4958276022230275279,0,0,72,0,12.0,14.0
6263806500030725828,0,0,74,0,10.0,0
4656329363676640496,0,0,22,0,24,22.0
5882131408888381960,0,0,0,0,24,168
5148694224669442750,0,0,9,0,8.0,65.0
7377442190619561655,0,0,10,0,4.75,44.0
8241407863379904851,0,0,93,0,9.5,0
6243851406198325678,0,0,9,0,4.25,39.0
8739366148952710727,0,0,85,0,23.983333333333334,76.0
6459845284155432644,0,0,171,0,23.983333333333334,0
810957447354664574,0,0,74,0,24,94
8970509312518893785,0,0,0,0,24,168
1759040210299471913,0,0,49,0,12.0,35.0
3131488116569714251,0,0,0,0,8.983333333333333,56.0
5044586070385128581,0,0,69,0,23.983333333333334,92.0
7466277663248763659,0,0,73,0,10.0,0
6703745954269203712,0,0,73,0,12.0,25.0
3655250411246040457,0,0,0,0,9.75,63.0
4608713669307530996,0,0,72,0,9.5,21.0
9218470229355806679,0,0,0,0,10.0,70.0
2689915302676052787,0,0,0,0,24,168
3181682982511372161,0,0,73,0,10.0,0
8957564409329106783,0,0,85,0,24,0
5437414992872782794,0,0,9,0,1.0,136.0
1736823622651363324,0,0,72,0,8.5,0
5225120952399060307,0,0,93,0,9.75,0
6421416286321404209,0,0,171,0,23.983333333333334,0
8525317248689089924,0,0,0,0,11.5,77.0
5885389123242289716,0,0,174,0,24,0
1568048303936889128,0,0,163,0,5.0,0
1275530718017616233,0,0,76,0,10.25,7.0
7423028298759910665,0,0,178,0,23.983333333333334,0
2222659961197665002,0,0,72,0,12.0,12.0
2581306311641061569,0,0,0,0,4.75,54.0
4439758315040000214,0,0,0,0,12.0,84.0
2816010346575914202,0,0,74,0,8.0,0
9091984024869413132,0,0,54,0,8.5,26.0
3010734844991134260,0,0,71,0,11.5,6.0
3478508669626617796,0,0,0,0,24,168
922677094745545948,0,0,166,0,23.983333333333334,0
8510657403329403361,0,0,85,0,9.5,0
2544654206029195412,0,0,0,0,11.25,90.0
1085824308941718209,0,0,34,0,5.0,39.0
7642900884278143798,0,0,119,0,24,49
4772426002265484977,0,0,72,0,9.0,0
8839009347165021967,0,0,93,0,9.666666666666666,0
1076326551375173763,0,0,0,0,9.5,81.0
3483396411645927810,0,0,120,0,23.983333333333334,41.0
8383837387169593069,0,0,75,0,12.0,9.0
8596104727907893615,0,0,0,0,17.983333333333334,119.0
5943691394885647081,0,0,18,0,24,26.0
7160291849340964918,0,0,80,0,24,0
8705601254340815493,0,0,74,0,24,94
4164786324368398402,0,0,71,0,13.983333333333333,20.0
1329620749273573213,0,0,171,0,23.983333333333334,0
3872163434748924812,0,0,0,0,24,168
530052332378613789,0,0,93,0,9.666666666666666,0
544421500538284823,0,0,72,0,6.983333333333333,0
8252810315979230650,0,0,93,0,10.0,0
2654794462633250702,0,0,73,0,24,20.0
5638371070040836066,0,0,76,0,8.5,0
4647070785754553179,0,0,72,0,5.5,0
5414311746658143054,0,0,74,0,8.983333333333333,0
6651116329301285608,0,0,0,0,10.0,82.0
6022548883305393564,0,0,180,0,23.983333333333334,0
3182483432348915988,0,0,0,0,24,168
6710364911321105729,0,0,0,0,24,168
7431024604579120252,0,0,84,0,10.0,0
8516636064198554687,0,0,161,0,13.983333333333333,0
4866400698986294569,0,0,72,0,13.983333333333333,19.0
2237237809358266022,0,0,93,0,24,0
5404373355533072272,0,0,0,0,24,168
807795446744791539,0,0,74,0,24,94
3636679415424536226,0,0,74,0,6.983333333333333,0
5519546548733745356,0,0,0,0,13.983333333333333,91.0
3302025903868811555,0,0,72,0,24,19.0
3570313972097068018,0,0,0,0,9.75,65.0
2169420598568208664,0,0,73,0,11.5,4.0
7369000223881875999,0,0,76,0,17.983333333333334,43.0
1600945327166552615,0,0,0,0,9.75,63.0
5011875935689158149,0,0,0,0,10.0,68.0
8057193747432734671,0,0,0,0,24,168
6814306481052341158,0,0,85,0,9.0,0
6082960386530651837,0,0,72,0,23.983333333333334,89.0
8302393800798571304,0,0,72,0,8.0,0
4917202297383237926,0,0,73,0,24,95
6953348387419728440,0,0,68,0,10.0,2.0
2152172270735743834,0,0,80,0,9.25,0
3217866581073341993,0,0,0,0,9.0,63.0
4921318406079072062,0,0,65,0,13.983333333333333,18.0
222120335767680780,0,0,93,0,9.5,0
5366893348553692452,0,0,0,0,24,168
191331733720214713,0,0,159,0,4.5,0
7235724709470150362,0,0,0,0,3.5,39.0
1704502456927455373,0,0,29,0,24,139
505566916207950598,0,0,73,0,8.5,0
7852975887098099378,0,0,73,0,10.0,0
4789157162476311805,0,0,86,0,24,0
3301402885999045956,0,0,79,0,11.0,0
4025243709505534400,0,0,0,0,12.983333333333333,84.0
2717033434149907233,0,0,74,0,7.0,0
5623183175403629727,0,0,32,0,24,136
7764169820811597185,0,0,72,0,13.983333333333333,19.0
8496299046890675668,0,0,0,0,12.0,84.0
2755282567814293240,0,0,72,0,5.5,0
7542507095706884557,0,0,0,0,24,168
6711428470739531382,0,0,10,0,5.5,37.0
3955175527438439049,0,0,74,0,24,94
8363703646299213971,0,0,9,0,7.0,74.0
4390339339092922880,0,0,93,0,9.666666666666666,0
2819620032108319968,0,0,73,0,11.75,6.0
8273753264268101658,0,0,73,0,8.5,0
1059123788319082228,0,0,0,0,24,168
6321616220523777465,0,0,0,0,10.0,74.0
8562380563167441809,0,0,0,0,24,168
4846221263435180255,0,0,58,0,24,110
468251853021790099,0,0,73,0,12.75,23.0
8317560550989820837,0,0,0,0,17.983333333333334,119.0
6189768128772440449,0,0,71,0,9.75,0
10913998916849586,0,0,94,0,24,74
396078877209258585,0,0,0,0,24,168
7685023249649306361,0,0,0,0,9.5,63.0
6570957590527764528,0,0,0,0,24,168
1851462329436760047,0,0,72,0,11.5,5.0
9094899234157960657,0,0,80,0,24,18.0
3109175233871883374,0,0,0,0,13.983333333333333,90.0
1834569743158088021,0,0,156,0,13.983333333333333,0
4424946105527141451,0,0,73,0,24,0
2999376585553443335,0,0,73,0,7.0,0
3472583359122033940,0,0,73,0,11.0,16.0
7186159957839323524,0,0,0,0,4.25,48.0
7829875808885458590,0,0,0,0,24,168
5857383362689775783,0,0,72,0,11.5,5.0
8245825950638749372,0,0,55,0,9.0,8.0
4681761385056565771,0,0,85,0,11.0,0
3199288788810367360,0,0,93,0,9.666666666666666,0
8024838149298896430,0,0,0,0,17.983333333333334,119.0
4738825005004186886,0,0,117,0,23.983333333333334,44.0
2557363912224593999,0,0,160,0,13.983333333333333,0
7093743177671699467,0,0,0,0,24,168
1603774261069625841,0,0,74,0,24,94
2740314805467984430,0,0,69,0,23.983333333333334,92.0
1095317074200225605,0,0,73,0,10.5,0
2336119809941801598,0,0,22,0,24,123.0
4113789786207506299,0,0,72,0,24,28.0
1530189762783095168,0,0,73,0,9.0,0
9028358488290162703,0,0,74,0,24,94
4211742229230531986,0,0,0,0,24,71.0
86280978327987306,0,0,28,0,11.0,49.0
2794668734436382699,0,0,80,0,8.5,0
2637135180128265866,0,0,93,0,10.0,0
7285025333367797175,0,0,73,0,24,95
4229534553524953507,0,0,73,0,12.983333333333333,23.0
7872057805038703923,0,0,72,0,1.0166666666666666,73.0
3478034052400425126,0,0,93,0,12.0,0
3705229786086545658,0,0,73,0,10.5,0
4455955882727210429,0,0,0,0,24,168
7378209180335728706,0,0,156,0,13.983333333333333,0
3835220596587037896,0,0,72,0,24,96
6934282015525708051,0,0,72,0,10.5,12.0
2739571364086420885,0,0,169,0,23.983333333333334,0
2378235490339082505,0,0,73,0,24,95
4631422733156765096,0,0,80,0,11.0,9.0
498507889058368504,0,0,0,0,24,66.0
8562888091899130185,0,0,74,0,24,94
3526550107739667540,0,0,0,0,10.0,72.0
3585657517109439062,0,0,72,0,13.983333333333333,19.0
6374225983522703190,0,0,0,0,9.5,81.0
3815439093006914422,0,0,75,0,9.0,0
3272045057316259592,0,0,119,0,23.983333333333334,42.0
5048490932761510857,0,0,9,0,24,136.0
5775255591306877364,0,0,0,0,24,168
7582069595165541352,0,0,10,0,24,158
5658095063472105077,0,0,0,0,13.983333333333333,83.0
8783702544048545188,0,0,23,0,12.0,63.0
3230649452233072527,0,0,73,0,9.75,0
4545109870331407179,0,0,78,0,10.0,0
1387499127856730283,0,0,0,0,24,168
3773190039392271685,0,0,85,0,11.0,0
2603208997901235365,0,0,75,0,6.983333333333333,0
1699237904069988468,0,0,74,0,9.666666666666666,0
61249558930922388,0,0,0,0,11.75,85.0
8156012280066976692,0,0,72,0,6.983333333333333,0
2237706596783713721,0,0,71,0,12.0,13.0
6552654471062018440,0,0,27,0,24,118.0
6936490969710201366,0,0,0,0,11.5,90.0
2399528086871175580,0,0,0,0,13.483333333333333,88.0
663034937572544197,0,0,71,0,9.0,0
669891907552658421,0,0,168,0,23.983333333333334,0
5102129532826692428,0,0,0,0,10.0,72.0
8933079223550783226,0,0,71,0,24,0
294330749305213289,0,0,78,0,24,90
7707528008225066648,0,0,73,0,6.983333333333333,0
1641569296021103785,0,0,72,0,10.0,0
4301691019706464256,0,0,118,0,23.983333333333334,43.0
6922065097784044235,0,0,0,0,9.75,65.0
5364482641103760905,0,0,76,0,5.5,0
8947746420989097145,0,0,157,0,13.983333333333333,0
4750972984503710487,0,0,9,0,7.0,74.0
3194503360329838738,0,0,67,0,24,7.0
5328868441857118583,0,0,0,0,5.0,50.0
3695022570505501051,0,0,0,0,24,168
7051857931649539994,0,0,35,0,14.0,63.0
1457721081990653172,0,0,71,0,12.0,7.0
4258430292538152783,0,0,0,0,17.983333333333334,119.0
106468360682739586,0,0,73,0,9.0,0
7313783811030440445,0,0,72,0,13.983333333333333,19.0
8835187269741245949,0,0,65,0,5.983333333333333,0
2254345540888774754,0,0,72,0,6.983333333333333,0
8091378431608170005,0,0,72,0,11.0,5.0
7042794996615483386,0,0,72,0,12.983333333333333,1.0
7680612665427845811,0,0,73,0,24,95
2378834470095357297,0,0,72,0,23.983333333333334,89.0
8670696899878762943,0,0,93,0,12.0,0
6104774241364058349,0,0,169,0,23.983333333333334,0
1868307042375215207,0,0,45,0,5.0,0
918401936273728554,0,0,74,0,24,94
5366072592790137092,0,0,0,0,12.25,96.0
7078500601172140486,0,0,0,0,11.75,85.0
5587568496527379193,0,0,78,0,7.0,0
5175069132751814351,0,0,74,0,24,94
3683209280250377921,0,0,0,0,12.0,84.0
7681219113084292190,0,0,54,0,13.983333333333333,37.0
1921454076511895339,0,0,29,0,12.0,55.0
3480743953780628156,0,0,105,0,24,63
6361135200790329214,0,0,81,0,11.0,0
8167861777770124168,0,0,72,0,13.0,4.0
7284033073501154264,0,0,77,0,10.5,7.0
1087889765091730849,0,0,58,0,11.0,19.0
